,year,month,state,Mental_Health_Records_Submitted_2008,Mental_Health_Records_Submitted_2017,Gun_Sale_Denials_2008,Gun_Sale_Denials_2017,Giffords Gun Safety Score,Gun Deaths per 100k People (2018),Gun Death Rate (Ranked High to Low),Rank,# of guns per capita,# of guns registered,Permit Type,Handgun_Carry_Permit_Fee,Years_Valid,5_Year_Cost,Happiness Score,n_incidents
109437,2015,2,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,2
109439,2015,3,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109446,2015,4,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109451,2015,5,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,12
109463,2015,6,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,11
109474,2015,7,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,6
109480,2015,8,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,11
109491,2015,9,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,9
109500,2015,10,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109507,2015,11,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,1
109508,2015,12,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,9
109517,2016,1,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,10
109527,2016,2,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,4
109531,2016,3,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109538,2016,4,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109543,2016,5,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109548,2016,6,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,8
109556,2016,7,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109563,2016,8,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109568,2016,9,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109573,2016,10,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109578,2016,11,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,3
109581,2016,12,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109588,2017,1,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,10
109598,2017,2,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,5
109603,2017,3,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,6
109609,2017,4,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,3
109612,2017,5,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,4
109616,2017,6,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,10
109626,2017,7,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,9
109635,2017,8,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109642,2017,9,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,3
109645,2017,10,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,7
109652,2017,11,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,4
109656,2017,12,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,2
109658,2018,1,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,9
109667,2018,2,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,4
109671,2018,3,Rhode Island,0,444,0,7,B+,3.8,47.0,6,0.035,37152,License to carry a concealable weapon,40.0,4,50,2,4
92687,2014,1,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,65
92752,2014,2,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,37
92789,2014,3,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,65
92854,2014,4,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,49
92903,2014,5,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,70
92973,2014,6,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,71
93044,2014,7,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,69
93113,2014,8,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,61
93174,2014,9,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,84
93258,2014,10,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,65
93323,2014,11,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,61
93384,2014,12,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,61
93445,2015,1,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,57
93502,2015,2,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,56
93558,2015,3,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,79
93637,2015,4,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,75
93712,2015,5,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,94
93806,2015,6,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,68
93874,2015,7,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,97
93971,2015,8,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,94
94065,2015,9,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,75
94140,2015,10,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,66
94206,2015,11,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,90
94296,2015,12,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,76
94372,2016,1,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,65
94437,2016,2,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,60
94497,2016,3,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,77
94574,2016,4,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,71
94645,2016,5,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,84
94729,2016,6,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,83
94812,2016,7,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,81
94893,2016,8,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,77
94970,2016,9,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,77
95047,2016,10,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,57
95104,2016,11,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,49
95153,2016,12,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,76
95229,2017,1,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,75
95304,2017,2,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,85
95389,2017,3,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,59
95448,2017,4,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,79
95527,2017,5,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,81
95608,2017,6,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,94
95702,2017,7,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,84
95786,2017,8,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,84
95870,2017,9,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,82
95952,2017,10,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,76
96028,2017,11,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,78
96106,2017,12,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,72
96178,2018,1,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,91
96269,2018,2,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,61
96330,2018,3,South Carolina,7,85807,30,492,F,17.6,12.0,16,0.022,105601,Concealed weapon permit,50.0,5,50,2,45
134847,2014,1,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134848,2014,2,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134849,2014,3,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134851,2014,4,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134853,2014,5,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134855,2014,6,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134856,2014,7,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134858,2014,8,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134860,2014,9,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134863,2014,10,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134867,2014,11,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,7
134874,2014,12,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134875,2015,1,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,5
134880,2015,2,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134883,2015,3,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134886,2015,4,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134889,2015,5,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134892,2015,6,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134893,2015,7,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134896,2015,8,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134898,2015,9,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,8
134906,2015,10,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,5
134911,2015,11,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134915,2015,12,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134919,2016,2,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,8
134927,2016,3,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134931,2016,4,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134935,2016,5,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134937,2016,6,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,5
134942,2016,7,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,7
134949,2016,8,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134952,2016,9,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134953,2016,10,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134955,2016,11,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134956,2016,12,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134960,2017,1,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134964,2017,3,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134966,2017,4,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134970,2017,5,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134973,2017,6,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134977,2017,7,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134980,2017,8,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,1
134981,2017,9,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134984,2017,10,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,4
134988,2017,11,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
134991,2017,12,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
134993,2018,1,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,7
135000,2018,2,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,3
135003,2018,3,South Dakota,0,1047,7,27,F,11.8,33.0,13,0.025,21130,Concealed Pistol Permit,50.0,5,10,2,2
40139,2014,1,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,85
40224,2014,2,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,78
40302,2014,3,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,94
40396,2014,4,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,56
40452,2014,5,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,74
40526,2014,6,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,82
40608,2014,7,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,102
40710,2014,8,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,95
40805,2014,9,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,91
40896,2014,10,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,71
40967,2014,11,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,62
41029,2014,12,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,60
41089,2015,1,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,74
41163,2015,2,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,69
41232,2015,3,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,112
41344,2015,4,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,95
41439,2015,5,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,95
41534,2015,6,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,104
41638,2015,7,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,103
41741,2015,8,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,100
41841,2015,9,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,99
41940,2015,10,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,100
42040,2015,11,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,81
42121,2015,12,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,101
42222,2016,1,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,91
42313,2016,2,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,86
42399,2016,3,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,99
42498,2016,4,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,100
42598,2016,5,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,123
42721,2016,6,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,89
42810,2016,7,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,119
42929,2016,8,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,111
43040,2016,9,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,109
43149,2016,10,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,80
43229,2016,11,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,79
43308,2016,12,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,105
43413,2017,1,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,114
43527,2017,2,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,93
43620,2017,3,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,119
43739,2017,4,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,127
43866,2017,5,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,142
44008,2017,6,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,109
44117,2017,7,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,124
44241,2017,8,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,110
44351,2017,9,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,86
44437,2017,10,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,102
44539,2017,11,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,108
44647,2017,12,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,107
44754,2018,1,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,107
44861,2018,2,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,68
44929,2018,3,Tennessee,33,40186,0,225,D-,18.4,11.0,33,0.015,99159,Handgun carry permit,100.0,8,62,4,69
109675,2014,1,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,168
109843,2014,2,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,105
109948,2014,3,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,114
110062,2014,4,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,122
110184,2014,5,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,125
110309,2014,6,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,142
110451,2014,7,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,173
110624,2014,8,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,142
110766,2014,9,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,125
110891,2014,10,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,139
111030,2014,11,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,168
111198,2014,12,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,172
111370,2015,1,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,162
111532,2015,2,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,153
111685,2015,3,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,164
111849,2015,4,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,151
112000,2015,5,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,153
112153,2015,6,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,155
112308,2015,7,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,165
112473,2015,8,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,179
112652,2015,9,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,162
112814,2015,10,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,145
112959,2015,11,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,165
113124,2015,12,Texas,7,284549,87,704,F,12.4,27.0,17,0.021,588696,License to carry a handgun,40.0,5,40,16,173
